App,Source,Type,Price,Reviews,Rating,Genre,Size_MB
Battle Bears zombies,Apple,Paid,0.99,50710,4,Games,98
Battle Golf,Apple,Free,0,455,4,Games,46
Battle copters,Apple,Free,0,2922,4,Games,255
Battle supermacy,Apple,Paid,4.99,3124,4,Games,1029
Battleborn lost,Apple,Free,0,1974,4,Games,121
Battlehand,Apple,Free,0,4623,4,Games,190
Battleheart,Apple,Paid,2.99,6879,4,Games,262
Battleheart legacy,Apple,Paid,4.99,3376,4,Games,847
Battlevoid Harbinger,Apple,Paid,0.99,374,4,Games,103
Bayview Hill,Google,Free,0,0,4,Medical,29
Bbbw dating plus size chat,Google,Free,0,37897,4,Dating,29
Be bk ussha,Google,Free,0,10,5,Lifestyle,3
Be like bro compilation,Google,Free,0,146,4,Entertainment,3
Be my eyes helping the blind,Google,Free,0,8418,5,Lifestyle,21
Be my princess,Google,Free,0,3103,4,Entertainment,8
Be my princess 2,Google,Free,0,2806,4,Entertainment,27
Be my princess party,Google,Free,0,9443,4,Simulation,21
Be strong,Google,Paid,1.99,787,5,Health & Fitness,53
Beach buggy blitz,Google,Free,0,640974,4,Racing,47
Beach buggy racing,Apple,Free,0,4386,4,Games,109
Beach head shooting assault,Google,Free,0,555,4,Action,44
Beach shoot em up headhunter,Google,Free,0,1218,4,Action,15
Beacker by thix,Apple,Free,0,94,4,Education,66
Beacon Baptist Jupiter fl,Google,Free,0,14,5,Lifestyle,2
Beah,Google,Free,0,5,4,Health & Fitness,5
Beams,Apple,Paid,0.99,25,4,Games,95
Bear pong game,Apple,Free,0,187315,2,Games,180
Beat the odds in a pokerstyle dice game,Google,Free,0,496,4,Card,39
Beautiful design birthday cake,Google,Free,0,665,4,Lifestyle,3
Beautiful widgets for,Google,Paid,4.98,195780,4,Personalization,14
Beautiful widgets free,Google,Free,0,50072,4,Personalization,14
Bebe8 million trusted motherinlaws,Apple,Free,0,6,4,Shopping,104
Beckins note,Apple,Paid,0.99,44,4,Games,1
Bedouin rivals,Google,Free,0,79826,4,Strategy,0
Beebo,Google,Free,0,11,4,Lifestyle,23
Beginnergameday life,Google,Free,0,19,5,Sports,12
Being salman the official game,Apple,Free,0,33,4,Games,165
Bell and white camera by Pix,Google,Free,0,8,2,Lifestyle,12
Bengali newspaper the first l,Google,Free,0,11908,4,News & Magazines,5
Berlin subway bvg sbahn map and routes,Google,Free,0,509,4,Maps & Navigation,17
Bernie Sandwiches run for the white house,Apple,Free,0,472,4,Games,43
Best park in the universe,Google,Paid,2.99,3904,4,Action,5
Bg Linked Blinked,Google,Free,0,22,5,Social,11
Bg Sports news,Google,Free,0,41,4,News & Magazines,5
Bg TV Program,Google,Free,0,1,4,Entertainment,2
Bg TV online,Google,Free,0,50,2,Entertainment,2
Bg brilliant gallery,Google,Free,0,17,5,Lifestyle,19
Bg future school,Google,Free,0,16,5,Education,10
BgTV stations,Google,Free,0,0,4,Entertainment,2
BiCube mobile token,Google,Free,0,5,4,Tools,21
Bibapp tu bs,Google,Free,0,16,4,Education,3
Bible,Google,Free,0,2440695,5,Books & Reference,0
Bible du semerbds French,Google,Free,0,313,4,Books & Reference,6
Bible kjv,Google,Free,0,42729,4,Books & Reference,0
Bible quizzer the app for Bible quizzers,Google,Free,0,0,4,Education,33
Bible reading at the same time,Google,Free,0,0,4,Books & Reference,12
Bibli with egw comments,Google,Free,0,3776,5,Books & Reference,12
Big Hunter,Google,Free,0,245455,4,Action,84
Big Launcher,Google,Paid,9.99,881,4,Personalization,5
Big bang racing,Apple,Free,0,2758,4,Games,241
Big q car service,Google,Free,0,75,4,Maps & Navigation,26
Bigbasket online growth,Google,Free,0,216741,4,Shopping,0
Bingo by igg top bingoslots,Google,Free,0,183343,5,Casino,20
Bingo party free bingo games,Google,Free,0,155694,5,Board,92
Bingos been eliminated,Apple,Free,0,12,5,Games,148
Birds,Apple,Free,0,154,4,Travel,141
Birmingham city fc,Google,Free,0,191,4,Sports,28
Birthdays Anniversaries,Google,Free,0,456,4,Events,2
Bitcoin bx Thai pro,Google,Paid,4.99,21,2,Finance,21
Bitmoji your personal emotions,Google,Free,0,2312084,5,Entertainment,0
Bj bridge for 2018,Google,Paid,4.49,17,4,Card,4
Bj bridge free 2018,Google,Free,0,20,4,Card,4
Bj bridge standard American 2018,Google,Free,0,1,1,Card,4
Bj card game blackjack,Google,Free,0,3,4,Card,21
BjAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM,Google,Free,0,1,4,Business,26
Bjs bingo Gaming Casino,Google,Free,0,501,4,Casino,65
Bjs express scan,Google,Free,0,69,2,Shopping,11
Bjs global club,Google,Free,0,4099,4,Shopping,17
Blackjack,Google,Free,0,524467,4,Casino,33
Blocks n balls,Google,Free,0,30253,4,Casual,0
Blogger,Google,Free,0,138026,4,Social,2
Bloglovin,Google,Free,0,8936,4,Social,0
Blue Explosion Company,Apple,Paid,3.99,1,3,Games,172
Blueunblue,Apple,Paid,2.99,424,2,Productivity,3
Bn less than radio,Google,Free,0,23,4,Communication,13
Board,Apple,Free,0,800,4,Games,111
Bobs citizens pinball,Apple,Paid,1.99,43,4,Games,46
Boncy kingdom,Apple,Free,0,55,4,Games,109
Boncy tower,Apple,Free,0,213,4,Games,47
Bonos Pit barbq,Google,Free,0,3,2,Entertainment,36
Bonus or infinity,Apple,Paid,4.99,80,5,Games,55
Bonza poly art Tenkyu animal for kids,Google,Free,0,22,4,Puzzle,31
Boom boom sugar,Apple,Free,0,91,3,Games,161
Bos bedtime story,Google,Paid,2.49,13,4,Education,23
Bos matching game,Google,Paid,0.99,3,4,Education,19
Boss Tuner,Apple,Free,0,13,4,Music,2
Boston University of Science,Google,Free,0,5,2,Education,5
Boston gameday radio for live new English sports n,Apple,Paid,1.99,54,5,Sports,18
Botting,Apple,Paid,1.99,141,3,Weather,8
Bourbon,Apple,Paid,0.99,45,3,Entertainment,19
Bowmasters ad free top multiplayer Bowman game,Apple,Paid,3.99,1608,4,Games,156
Boycottturmp,Apple,Free,0,601,3,Lifestyle,6
Breweries czsk,Google,Free,0,1740,4,Lifestyle,4
Bridge,Apple,Free,0,128,4,Games,96
Bridge Rider,Apple,Free,0,25,4,Games,94
Bridge constructor pauses free,Google,Free,0,36151,4,Simulation,46
Bridge constructor playground free,Google,Free,0,137377,4,Simulation,30
Bridge constructor stuns,Apple,Paid,1.99,75,4,Games,134
Bridgec get more storage,Google,Free,0,24,2,Tools,35
Brit co,Google,Free,0,1974,4,Lifestyle,4
British Aeronautics,Google,Free,0,51466,4,Travel & Local,51
British Columbia License,Google,Free,0,14,3,Education,11
British Columbia tourist places guide,Google,Free,0,1,4,Travel & Local,3
British Columbiatransit information,Google,Free,0,0,4,Maps & Navigation,5
Britney spices American dream,Apple,Free,0,2129,4,Games,503
Browse file,Google,Free,0,979,4,Productivity,0
Browse web browser,Google,Free,0,36901,4,Communication,6
Buba emesis,Apple,Paid,1.99,1,4,Utilities,50
Bubble five shots,Apple,Free,0,914,4,Games,55
Bud farm fatss roots,Apple,Free,0,6523,4,Games,62
Buddhism modern minority for busy lives,Apple,Paid,4.99,501,4,Health & Fitness,272
Build Builders 3d city building simulator,Apple,Free,0,7197,4,Games,10
Build a bridge,Google,Free,0,263454,5,Puzzle,74
Build your palace,Apple,Paid,0.99,228,4,Games,161
Builder by engineerai,Google,Free,0,8,4,Productivity,3
Buildercraft house building exploration,Google,Free,0,20807,4,Simulation,52
BulgarianFrench dictionary fr,Google,Free,0,603,5,Books & Reference,7
Bullettunes,Apple,Paid,1.99,1,4,Games,199
Bullshit free,Google,Free,0,45,2,Card,4
Bullshite,Google,Free,0,48,3,Card,13
Burger shop,Apple,Paid,0.99,299,5,Games,24
Burgers papas,Apple,Paid,2.99,1589,4,Games,40
Burly but at sea,Apple,Paid,4.99,48,4,Games,199
Burn your fat with me fg,Google,Free,0,38487,4,Health & Fitness,60
Burner free phone number,Google,Free,0,14873,4,Communication,0
Burnley fc,Google,Free,0,195,5,Sports,29
Burnout city,Apple,Free,0,82,4,Games,168
Burrito bison free launch,Apple,Free,0,7740,5,Games,446
Burrito bus,Apple,Paid,0.99,416,4,Games,55
Burst Professionals,Google,Free,0,11,4,Medical,25
Business Banking Union,Apple,Free,0,13,2,Finance,95
Business Calendar 2,Google,Free,0,102594,5,Productivity,15
Business bank credit cards live on their hands,Apple,Free,0,122,2,Finance,153
Business intelligence data,Google,Free,0,7,5,Education,3
Business team early high school students in respon,Apple,Free,0,101,4,Education,128
Butt workit free workout trainer to tone lift,Apple,Free,0,960,5,Health & Fitness,55
Butterfly pixel art coloring by number,Google,Free,0,769,5,Entertainment,13
Buttocks and Abdominal,Google,Free,0,465,4,Health & Fitness,6
Buy a train ticket,Apple,Paid,4.99,14,5,Productivity,4
Buying a house selling a house renting a house,Google,Free,0,2248,4,House & Home,15
Buying site with the righthand side of the street,Apple,Free,0,558,5,Shopping,137
Buyins world,Google,Free,0,339218,4,Arcade,34
By Tools,Google,Free,0,2,4,Tools,18
CD Music,Google,Free,0,1,4,Libraries & Demo,2
CD live sports club,Google,Free,0,8,4,Lifestyle,9
CDROM,Google,Free,0,54,4.5,Business,3
CJK Unified Ideographs Extension D,Google,Free,0,1520466,5,Arcade,63
Ca house management,Google,Free,0,16,2,Business,5
Cain cooperated on myvideo storygroup video,Apple,Free,0,35,4,Social Networking,91
Cake doodle,Apple,Paid,0.99,5803,4,Games,94
Cal google calendar widget,Google,Free,0,86172,4,Productivity,13
Calculate bc practical test,Google,Free,0,4,4,Education,29
Calculator with financial and scientific modes,Google,Paid,3.99,31,4,Finance,0
Calcy iv,Google,Free,0,36557,5,Tools,14
Calendar Calendar of the Centre,Apple,Paid,0.99,11,4,Productivity,4
Calendar software selected for the first two billi,Apple,Free,0,598,5,Utilities,56
California cameras traffic,Google,Free,0,305,4,Travel & Local,5
California coassisted as coconsisting,Google,Paid,4.99,5,3,Productivity,7
Call blocker,Google,Free,0,206370,4.5,Business,6.5
Call blocker blacklist,Google,Free,0,6,4,Communication,4
Call control call blocker,Google,Free,0,93825,4,Communication,11
Call of duty hero,Apple,Free,0,179416,4,Games,201
Call of duty strike team,Apple,Paid,6.99,9097,4,Games,1707
Call of duty zombies,Apple,Paid,4.99,63943,4,Games,50
Call of duty zombies hd,Apple,Paid,4.99,5853,4,Games,33
Caller id,Google,Free,0,9498,4,Communication,0
Calorie counter by fax password,Google,Free,0,458424,4,Health & Fitness,0
Camera,Apple,Paid,1.99,32338,4,Photo & Video,85
Camera lite filters camera,Google,Free,0,140917,4,Photography,5
Camping with grandpa,Apple,Paid,2.99,25,4,Education,105
Can I pack that dg app,Google,Free,0,58,4,Travel & Local,22
Can not append message to mh folder s s,Google,Free,0,734,4,Entertainment,13
Can not open message,Google,Free,0,38830,4,Communication,7.5
Can you do it,Apple,Free,0,2601,4,Games,70
Can your pet returns ten,Google,Free,0,45370,4,Simulation,14
Candy blast mania,Apple,Free,0,81648,4,Games,229
Candy camera,Apple,Free,0,397,4,Photo & Video,58
Candy camera selfie beauty camera photo editor,Google,Free,0,10106000,4,Photography,0
Candy cross right jelly,Google,Free,0,2601109,4,Puzzle,78
Candy makeup sweet salon game for girls,Apple,Free,0,575,4,Games,121
Candy party coin carnival dose,Apple,Free,0,1017,4,Games,238
Candy pop history,Google,Free,0,12948,5,Casual,23
Candy selfie photo editor live filter camera,Google,Free,0,53421,4,Photography,26
Candy simplefi,Google,Free,0,2390,2,Lifestyle,35
Candys carnival,Apple,Free,0,86,4,Games,108
Candys holiday beach hotel,Apple,Free,0,105,4,Games,92
Cannot create a new eventapple size,Apple,Free,0,55171,4,Shopping,67
Cannot create folder s sfindship,Google,Free,0,23279,4,Maps & Navigation,8
Cannot initialise Evolutions mail component,Apple,Paid,13.96,120255,2.5,Games,209.75
Cannot initialise Evolutions mail componentcandy b,Google,Free,0,84290,4,Casual,20
Cannot initialise Evolutions mail componentcanon c,Google,Free,0,12204,4,Photography,6
Cannot initialise Evolutions mail componentcoking,Google,Free,0,1033,4,Entertainment,16
Cannot initialise Evolutions mail componentconserv,Apple,Paid,2.99,2436,4,News,12
Cannot initialise Evolutions mail componentcp tool,Google,Free,0,70,5,Business,14
Cannot initialise Evolutions mail componentgoogle,Google,Free,0,2574665,4,Productivity,0
Cannot initialise Evolutions mail componentpunch c,Apple,Paid,4.99,480,4,Games,308
Cannot initialise Evolutions mail componentspace a,Apple,Paid,1.99,1565,4,Games,33
Cannot initialise Evolutions mail componentspace b,Apple,Paid,2.99,26,4,Education,317
Canon print inkjetselphy,Apple,Free,0,689,2,Photo & Video,24
Canvas by instructions,Apple,Free,0,19981,4,Education,132
Cape creator for minecraft,Apple,Paid,1.99,718,2,Utilities,15
Caprock holy faith believed union,Google,Free,0,0,4,Finance,2
Caps Lock is on,Apple,Free,9.99,56488,4,Finance,134
Car gforce meter,Google,Free,0,184,4,Tools,1
Car house provision of new cars doublecar rental a,Apple,Free,0,116,4,Lifestyle,52
Car race by fun games for free,Google,Free,0,54221,4,Racing,47
Car racing game for kids babypzz dogs,Google,Free,0,131,4,Racing,48
Car registration violations 2017 national vehicle,Apple,Free,0,129,4,Travel,65
Card B Piano game,Google,Free,0,50,3,Music,7
Cardiac ct technical,Google,Free,0,6,5,Medical,17
Cardinal Glennon is reference,Google,Free,0,19,4,Medical,20
Cardinal query 2,Google,Free,0,19207,4,Role Playing,36
Cardiograph,Apple,Paid,1.99,98,4,Health & Fitness,55
Carmen Sandiego returns a global spy game for kids,Apple,Paid,3.99,273,3,Education,191
Carnivores ice age pro,Apple,Paid,2.99,13258,4,Games,189
Carrier Management Applicable,Apple,Paid,3.99,10,4,Health & Fitness,42
Carsbg,Google,Free,0,276,4,Auto & Vehicles,1
Cartoon network app against titans go and more,Apple,Free,0,15984,3,Entertainment,97
Case like you,Google,Free,0,3,4,Casual,2
Caser 64,Apple,Paid,0.99,1,5,Games,33
Casesensitive dating adult singles join,Google,Free,0,123274,4,Dating,11
Casper sinema,Google,Free,0,1261,3,Video Players & Editors,2
Castle Raid,Apple,Paid,0.99,1087,4,Games,44
Castle Raid 2,Apple,Paid,2.99,452,4,Games,330
Castle cl heroes of the empire us,Google,Free,0,9157366,5,Strategy,24
Castle cllash good squads,Apple,Free,0,47963,4,Games,298
Castle cllash rpg was and strategy fr,Google,Free,0,376223,5,Strategy,24
Castle cross epic strategy game,Apple,Free,0,23148,5,Games,101
Castle defense invasion,Google,Free,0,1484,4,Strategy,41
Castle of illusion starring microkey mouse,Apple,Paid,4.99,852,4,Games,529
Catalyst,Google,Free,0,12,5,Education,8
Catch santa clauses in my house for Christmas,Apple,Free,0,37,4,Lifestyle,64
Catchy photowestern bunny tooth fairy and more,Apple,Free,0,228,2,Photo & Video,77
Catholic Bible,Apple,Paid,1.99,999,4,Reference,98
Catholic Emissions,Apple,Paid,1.99,26,3,Lifestyle,15
Catholic new American Bible revised edition,Apple,Paid,2.99,149,4,Reference,57
Cd view,Google,Free,0,0,4,Tools,20
Centimetertoinch conversion factor,Google,Free,0,16,3,Tools,1
Central VideoCodeCensorship Highway,Apple,Free,0,2070,2,Sports,52
Central bank and trust co,Google,Free,0,65,5,Finance,12
Centre,Google,Free,0,168,4,Medical,5
Certified mixers hip hop albums mixers,Apple,Free,0,9975,4,Music,39
Cesium music player,Apple,Paid,1.99,536,4,Music,5
Cf shop,Google,Free,0,88,3,Lifestyle,43
Ch calendar,Google,Free,0,36,4,Business,10
Chamoisizes to black time,Apple,Paid,1.99,220,4,Entertainment,9
Chance of light wet flurries wet flurries,Google,Free,0,20008,4,Weather,9
Change my location,Apple,Paid,0.99,165,2,Utilities,0
Change photo background,Google,Free,0,28660,4,Photography,6
Change the visibility of this windows main window,Google,Free,0,0,4,Tools,19
Channel 19,Google,Free,0,916,4,Communication,12
Channel u,Google,Free,0,34,5,Entertainment,14
Charity miles walking run distance tracker,Apple,Free,0,3115,4,Health & Fitness,133
Charlotte county fl,Google,Free,0,10,5,Productivity,7
Cheap hotel deals and discounts hotel look,Google,Free,0,7153,4,Travel & Local,0
Cheat codes for gta v,Google,Free,0,589,4,Entertainment,3
Cheating tom 3 Genius school,Google,Free,0,90415,4,Arcade,84
Cheats for fnaf world unlock every ending and beat,Apple,Paid,2.99,84,4,Reference,62
Cheats for gta v,Google,Free,0,450,4,Entertainment,5
Check db benchmark,Google,Free,0,0,4,Tools,2
Check this box if you want to save the changes,Google,Free,0,2,5,Dating,70
Check this box if you want to save the changes mad,Google,Free,0,1631173,5,Lifestyle,4
Check this box if you want to save the changescatc,Apple,Free,0,691,4,Games,27
Check this box if you want to save the current fil,Apple,Paid,2.99,96,2,Entertainment,14
Check this box if you want to see the event or tod,Google,Free,0,11,4,Events,11
Check this box if you want to see the program runn,Apple,Free,0,852,4,Games,133
Check this box if you want to use the mouse not ju,Apple,Free,0,238,4,Games,104
Check this box to see if you want the chatfake cha,Google,Free,0,5985,4,Social,5
Check this option if you want to see how many card,Google,Free,0,77717,4,Tools,14
Check vehicle tax,Google,Free,0,295,4,Auto & Vehicles,2
Check your visitors on fb,Google,Free,0,40,4,Social,1
Checkers,Google,Free,0,375996,4,Board,3
Checkpoints,Google,Free,0,23187,4,Shopping,25
Chemistry,Apple,Paid,2.99,4062,2,Entertainment,41
Chess Command 2 3d mmmo rpg,Google,Free,0,242722,4,Role Playing,54
Chess and death,Google,Paid,4.99,359,4,Board,17
Chess of tiles blyaoi game no,Google,Paid,14.99,4,5,Casual,23
Chess school for beginners,Google,Free,0,879,4,Board,0
Chi on the go,Google,Free,0,2,3,News & Magazines,14
Chichiago court,Google,Free,0,1380,4,News & Magazines,0
Chile,Google,Free,0,1691,3,Strategy,5
China Business Bank,Apple,Free,0,152,2,Finance,82
China Mobile Phone Business Office China Mobile Of,Apple,Free,0,82,2,Utilities,59
China city car theft 2,Google,Free,0,364,4,Action,67
ChinaBuilding Bank,Apple,Free,0,258,2,Finance,199
Chinas Search for State Authority,Apple,Free,0,7,4,Utilities,53
Chinese Bank Phone Bank,Apple,Free,0,192,2,Finance,240
Chinese Hong Kong,Google,Free,0,0,4,Dating,13
Chinese Simplified,Google,Free,0,21,4,Education,17
Chinese Traditional yes,Apple,Paid,7.99,147,5,Games,26
Chinese chess,Google,Free,0,963,5,Board,4
